# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-03 19:27:41 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
"#    USGS 08331160 RIO GRANDE NEAR BOSQUE FARMS, NM"
# -----------------------------------------------------------------------------------
#
# Data provided for site 08331160
#            TS   parameter     statistic     Description
"#         99876       00060     00003     Discharge, cubic feet per second (Mean)"
USGS    08331160        2007-11-01      368     A
USGS    08331160        2007-11-02      380     A
USGS    08331160        2007-11-03      348     A
USGS    08331160        2007-11-04      228     A
USGS    08331160        2007-11-05      247     A
USGS    08331160        2007-11-06      220     A
USGS    08331160        2007-11-07      234     A
USGS    08331160        2007-11-08      459     A
USGS    08331160        2007-11-09      451     A
USGS    08331160        2007-11-10      509     A
USGS    08331160        2007-11-11      532     A
USGS    08331160        2007-11-12      558     A
USGS    08331160        2007-11-13      557     A
USGS    08331160        2007-11-14      538     A
USGS    08331160        2007-11-15      565     A
USGS    08331160        2007-11-16      638     A
USGS    08331160        2007-11-17      672     A
USGS    08331160        2007-11-18      648     A
USGS    08331160        2007-11-19      606     A
USGS    08331160        2007-11-20      599     A
USGS    08331160        2007-11-21      637     A
USGS    08331160        2007-11-22      636     A
USGS    08331160        2007-11-23      592     A
USGS    08331160        2007-11-24      591     A
USGS    08331160        2007-11-25      654     A
USGS    08331160        2007-11-26      662     A
USGS    08331160        2007-11-27      654     A
USGS    08331160        2007-11-28      648     A
USGS    08331160        2007-11-29      581     A
USGS    08331160        2007-11-30      539     A
USGS    08331160        2007-12-01      726     A
USGS    08331160        2007-12-02      748     A
USGS    08331160        2007-12-03      853     A
USGS    08331160        2007-12-04      783     A
USGS    08331160        2007-12-05      756     A
USGS    08331160        2007-12-06      870     A
USGS    08331160        2007-12-07      919     A
USGS    08331160        2007-12-08      949     A
USGS    08331160        2007-12-09      985     A
USGS    08331160        2007-12-10      969     A
USGS    08331160        2007-12-11      1280    A
USGS    08331160        2007-12-12      1350    A
USGS    08331160        2007-12-13      1340    A
USGS    08331160        2007-12-14      1230    A
USGS    08331160        2007-12-15      1170    A
USGS    08331160        2007-12-16      1130    A
USGS    08331160        2007-12-17      1130    A
USGS    08331160        2007-12-18      993     A
USGS    08331160        2007-12-19      817     A
USGS    08331160        2007-12-20      829     A
USGS    08331160        2007-12-21      922     A
USGS    08331160        2007-12-22      962     A
USGS    08331160        2007-12-23      939     A
USGS    08331160        2007-12-24      864     A
USGS    08331160        2007-12-25      865     A
USGS    08331160        2007-12-26      872     A
USGS    08331160        2007-12-27      843     A
USGS    08331160        2007-12-28      782     A
USGS    08331160        2007-12-29      698     A
USGS    08331160        2007-12-30      605     A
USGS    08331160        2007-12-31      677     A
USGS    08331160        2008-01-01      753     A
USGS    08331160        2008-01-02      798     A
USGS    08331160        2008-01-03      810     A
USGS    08331160        2008-01-04      768     A
USGS    08331160        2008-01-05      683     A
USGS    08331160        2008-01-06      721     A
USGS    08331160        2008-01-07      784     A
USGS    08331160        2008-01-08      942     A
USGS    08331160        2008-01-09      948     A
USGS    08331160        2008-01-10      869     A
USGS    08331160        2008-01-11      818     A
USGS    08331160        2008-01-12      814     A
USGS    08331160        2008-01-13      879     A
USGS    08331160        2008-01-14      864     A
USGS    08331160        2008-01-15      847     A
USGS    08331160        2008-01-16      838     A
USGS    08331160        2008-01-17      760     A
USGS    08331160        2008-01-18      681     A
USGS    08331160        2008-01-19      665     A
USGS    08331160        2008-01-20      610     A
USGS    08331160        2008-01-21      562     A
USGS    08331160        2008-01-22      637     A
USGS    08331160        2008-01-23      691     A
USGS    08331160        2008-01-24      766     A
USGS    08331160        2008-01-25      822     A
USGS    08331160        2008-01-26      882     A
USGS    08331160        2008-01-27      715     A
USGS    08331160        2008-01-28      788     A
USGS    08331160        2008-01-29      798     A
USGS    08331160        2008-01-30      798     A
USGS    08331160        2008-01-31      883     A
USGS    08331160        2008-02-01      821     A
USGS    08331160        2008-02-02      800     A
USGS    08331160        2008-02-03      827     A
USGS    08331160        2008-02-04      824     A
USGS    08331160        2008-02-05      839     A
USGS    08331160        2008-02-06      795     A
USGS    08331160        2008-02-07      792     A
USGS    08331160        2008-02-08      783     A
USGS    08331160        2008-02-09      783     A
USGS    08331160        2008-02-10      785     A
USGS    08331160        2008-02-11      787     A
USGS    08331160        2008-02-12      784     A
USGS    08331160        2008-02-13      804     A
USGS    08331160        2008-02-14      793     A
USGS    08331160        2008-02-15      806     A
USGS    08331160        2008-02-16      893     A
USGS    08331160        2008-02-17      994     A:e
USGS    08331160        2008-02-18      1040    A:e
USGS    08331160        2008-02-19      1060    A:e
USGS    08331160        2008-02-20      1040    A:e
USGS    08331160        2008-02-21      1070    A:e
USGS    08331160        2008-02-22      1080    A:e
USGS    08331160        2008-02-23      1210    A:e
USGS    08331160        2008-02-24      1060    A:e
USGS    08331160        2008-02-25      806     A
USGS    08331160        2008-02-26      1130    A:e
USGS    08331160        2008-02-27      1270    A:e
USGS    08331160        2008-02-28      1420    A:e
USGS    08331160        2008-02-29      1570    A:e
USGS    08331160        2008-03-01      1420    A:e
USGS    08331160        2008-03-02      1690    A:e
USGS    08331160        2008-03-03      1700    A:e
USGS    08331160        2008-03-04      1510    A:e
USGS    08331160        2008-03-05      2480    A:e
USGS    08331160        2008-03-06      1960    A:e
USGS    08331160        2008-03-07      1500    A:e
USGS    08331160        2008-03-08      1280    A:e
USGS    08331160        2008-03-09      1040    A:e
USGS    08331160        2008-03-10      801     A
USGS    08331160        2008-03-11      930     A
USGS    08331160        2008-03-12      1180    A:e
USGS    08331160        2008-03-13      1300    A:e
USGS    08331160        2008-03-14      1410    A:e
USGS    08331160        2008-03-15      1570    A:e
USGS    08331160        2008-03-16      1670    A:e
USGS    08331160        2008-03-17      1670    A:e
USGS    08331160        2008-03-18      1730    A:e
USGS    08331160        2008-03-19      1780    A:e
USGS    08331160        2008-03-20      1470    A:e
USGS    08331160        2008-03-21      1390    A:e
USGS    08331160        2008-03-22      1440    A:e
USGS    08331160        2008-03-23      1140    A:e
USGS    08331160        2008-03-24      1270    A:e
USGS    08331160        2008-03-25      1680    A:e
USGS    08331160        2008-03-26      1720    A:e
USGS    08331160        2008-03-27      2150    A:e
USGS    08331160        2008-03-28      2360    A:e
USGS    08331160        2008-03-29      2450    A:e
USGS    08331160        2008-03-30      2650    A:e
USGS    08331160        2008-03-31      2990    A:e
USGS    08331160        2008-04-01      3300    A:e
USGS    08331160        2008-04-02      3380    A:e
USGS    08331160        2008-04-03      3210    A:e
USGS    08331160        2008-04-04      2660    A:e
USGS    08331160        2008-04-05      3270    A:e
USGS    08331160        2008-04-06      3070    A:e
USGS    08331160        2008-04-07      2710    A:e
USGS    08331160        2008-04-08      2590    A:e
USGS    08331160        2008-04-09      2900    A:e
USGS    08331160        2008-04-10      2660    A:e
USGS    08331160        2008-04-11      3120    A:e
USGS    08331160        2008-04-12      2830    A:e
USGS    08331160        2008-04-13      2730    A:e
USGS    08331160        2008-04-14      2780    A:e
USGS    08331160        2008-04-15      2270    A:e
USGS    08331160        2008-04-16      1770    A:e
USGS    08331160        2008-04-17      1660    A:e
USGS    08331160        2008-04-18      2140    A:e
USGS    08331160        2008-04-19      2460    A:e
USGS    08331160        2008-04-20      2830    A:e
USGS    08331160        2008-04-21      2540    A:e
USGS    08331160        2008-04-22      2290    A:e
USGS    08331160        2008-04-23      2650    A:e
USGS    08331160        2008-04-24      2860    A:e
USGS    08331160        2008-04-25      3090    A:e
USGS    08331160        2008-04-26      3650    A:e
USGS    08331160        2008-04-27      3890    A:e
USGS    08331160        2008-04-28      3780    A:e
USGS    08331160        2008-04-29      3780    A:e
USGS    08331160        2008-04-30      3430    A:e
USGS    08331160        2008-05-01      3210    A:e
USGS    08331160        2008-05-02      3040    A:e
USGS    08331160        2008-05-03      3110    A:e
USGS    08331160        2008-05-04      3360    A:e
USGS    08331160        2008-05-05      3440    A:e
USGS    08331160        2008-05-06      3430    A:e
USGS    08331160        2008-05-07      3320    A:e
USGS    08331160        2008-05-08      3250    A:e
USGS    08331160        2008-05-09      3470    A:e
USGS    08331160        2008-05-10      3570    A:e
USGS    08331160        2008-05-11      3580    A:e
USGS    08331160        2008-05-12      3640    A:e
USGS    08331160        2008-05-13      3480    A:e
USGS    08331160        2008-05-14      3090    A:e
USGS    08331160        2008-05-15      2950    A:e
USGS    08331160        2008-05-16      3050    A:e
USGS    08331160        2008-05-17      3140    A:e
USGS    08331160        2008-05-18      3080    A:e
USGS    08331160        2008-05-19      2530    A:e
USGS    08331160        2008-05-20      2190    A:e
USGS    08331160        2008-05-21      2110    A:e
USGS    08331160        2008-05-22      2590    A:e
USGS    08331160        2008-05-23      3680    A:e
USGS    08331160        2008-05-24      4620    A:e
USGS    08331160        2008-05-25      5230    A:e
USGS    08331160        2008-05-26      5100    A:e
USGS    08331160        2008-05-27      4670    A:e
USGS    08331160        2008-05-28      3890    A:e
USGS    08331160        2008-05-29      3190    A:e
USGS    08331160        2008-05-30      2860    A:e
USGS    08331160        2008-05-31      3170    A:e
USGS    08331160        2008-06-01      3610    A:e
USGS    08331160        2008-06-02      3980    A:e
USGS    08331160        2008-06-03      4020    A:e
USGS    08331160        2008-06-04      3940    A:e
USGS    08331160        2008-06-05      3860    A:e
USGS    08331160        2008-06-06      4080    A:e
USGS    08331160        2008-06-07      4150    A:e
USGS    08331160        2008-06-08      4240    A:e
USGS    08331160        2008-06-09      4620    A:e
USGS    08331160        2008-06-10      5060    A:e
USGS    08331160        2008-06-11      4490    A:e
USGS    08331160        2008-06-12      3020    A:e
USGS    08331160        2008-06-13      2780    A:e
USGS    08331160        2008-06-14      2480    A:e
USGS    08331160        2008-06-15      2320    A:e
USGS    08331160        2008-06-16      2390    A:e
USGS    08331160        2008-06-17      2380    A:e
USGS    08331160        2008-06-18      1940    A:e
USGS    08331160        2008-06-19      1610    A:e
USGS    08331160        2008-06-20      1600    A:e
USGS    08331160        2008-06-21      1580    A:e
USGS    08331160        2008-06-22      1670    A:e
USGS    08331160        2008-06-23      1720    A:e
USGS    08331160        2008-06-24      1670    A:e
USGS    08331160        2008-06-25      1490    A:e
USGS    08331160        2008-06-26      1260    A:e
USGS    08331160        2008-06-27      1200    A:e
USGS    08331160        2008-06-28      1210    A:e
USGS    08331160        2008-06-29      1160    A:e
USGS    08331160        2008-06-30      1250    A:e
USGS    08331160        2008-07-01      1240    A:e
USGS    08331160        2008-07-02      1440    A:e
USGS    08331160        2008-07-03      1360    A:e
USGS    08331160        2008-07-04      1080    A:e
USGS    08331160        2008-07-05      804     A
USGS    08331160        2008-07-06      630     A
USGS    08331160        2008-07-07      600     A
USGS    08331160        2008-07-08      560     A
USGS    08331160        2008-07-09      404     A
USGS    08331160        2008-07-10      329     A
USGS    08331160        2008-07-11      549     A
USGS    08331160        2008-07-12      609     A
USGS    08331160        2008-07-13      637     A
USGS    08331160        2008-07-14      639     A
USGS    08331160        2008-07-15      607     A
USGS    08331160        2008-07-16      460     A
USGS    08331160        2008-07-17      391     A
USGS    08331160        2008-07-18      390     A
USGS    08331160        2008-07-19      575     A
USGS    08331160        2008-07-20      486     A
USGS    08331160        2008-07-21      538     A
USGS    08331160        2008-07-22      616     A
USGS    08331160        2008-07-23      678     A
USGS    08331160        2008-07-24      652     A
USGS    08331160        2008-07-25      278     A
USGS    08331160        2008-07-26      286     A
USGS    08331160        2008-07-27      358     A
USGS    08331160        2008-07-28      225     A
USGS    08331160        2008-07-29      130     A
USGS    08331160        2008-07-30      126     A
USGS    08331160        2008-07-31      127     A
USGS    08331160        2008-08-01      131     A
USGS    08331160        2008-08-02      103     A
USGS    08331160        2008-08-03      99.2    A
USGS    08331160        2008-08-04      145     A
USGS    08331160        2008-08-05      222     A
USGS    08331160        2008-08-06      537     A
USGS    08331160        2008-08-07      202     A
USGS    08331160        2008-08-08      108     A
USGS    08331160        2008-08-09      392     A
USGS    08331160        2008-08-10      172     A
USGS    08331160        2008-08-11      145     A
USGS    08331160        2008-08-12      125     A
USGS    08331160        2008-08-13      133     A
USGS    08331160        2008-08-14      133     A:e
USGS    08331160        2008-08-15      133     A:e
USGS    08331160        2008-08-16      144     A:e
USGS    08331160        2008-08-17      284     A:e
USGS    08331160        2008-08-18      258     A:e
USGS    08331160        2008-08-19      255     A:e
USGS    08331160        2008-08-20      231     A:e
USGS    08331160        2008-08-21      202     A:e
USGS    08331160        2008-08-22      185     A:e
USGS    08331160        2008-08-23      171     A:e
USGS    08331160        2008-08-24      202     A:e
USGS    08331160        2008-08-25      255     A:e
USGS    08331160        2008-08-26      180     A:e
USGS    08331160        2008-08-27      174     A:e
USGS    08331160        2008-08-28      176     A:e
USGS    08331160        2008-08-29      279     A:e
USGS    08331160        2008-08-30      232     A:e
USGS    08331160        2008-08-31      325     A:e
USGS    08331160        2008-09-01      613     A:e
USGS    08331160        2008-09-02      640     A:e
USGS    08331160        2008-09-03      358     A:e
USGS    08331160        2008-09-04      201     A:e
USGS    08331160        2008-09-05      139     A:e
USGS    08331160        2008-09-06      119     A:e
USGS    08331160        2008-09-07      107     A:e
USGS    08331160        2008-09-08      106     A:e
USGS    08331160        2008-09-09      112     A:e
USGS    08331160        2008-09-10      304     A:e
USGS    08331160        2008-09-11      232     A:e
USGS    08331160        2008-09-12      160     A:e
USGS    08331160        2008-09-13      164     A:e
USGS    08331160        2008-09-14      161     A:e
USGS    08331160        2008-09-15      158     A:e
USGS    08331160        2008-09-16      156     A:e
USGS    08331160        2008-09-17      159     A:e
USGS    08331160        2008-09-18      154     A:e
USGS    08331160        2008-09-19      157     A:e
USGS    08331160        2008-09-20      166     A:e
USGS    08331160        2008-09-21      178     A:e
USGS    08331160        2008-09-22      181     A:e
USGS    08331160        2008-09-23      160     A:e
USGS    08331160        2008-09-24      161     A:e
USGS    08331160        2008-09-25      169     A:e
USGS    08331160        2008-09-26      163     A:e
USGS    08331160        2008-09-27      165     A:e
USGS    08331160        2008-09-28      161     A:e
USGS    08331160        2008-09-29      156     A:e
USGS    08331160        2008-09-30      157     A:e
USGS    08331160        2008-10-01      154     A
USGS    08331160        2008-10-02      154     A
USGS    08331160        2008-10-03      151     A
USGS    08331160        2008-10-04      152     A
USGS    08331160        2008-10-05      899     A
USGS    08331160        2008-10-06      713     A
USGS    08331160        2008-10-07      451     A
USGS    08331160        2008-10-08      408     A
USGS    08331160        2008-10-09      425     A:e
USGS    08331160        2008-10-10      416     A
USGS    08331160        2008-10-11      406     A
USGS    08331160        2008-10-12      833     A
USGS    08331160        2008-10-13      642     A
USGS    08331160        2008-10-14      647     A
USGS    08331160        2008-10-15      725     A
USGS    08331160        2008-10-16      502     A
USGS    08331160        2008-10-17      450     A
USGS    08331160        2008-10-18      385     A
USGS    08331160        2008-10-19      332     A
USGS    08331160        2008-10-20      270     A
USGS    08331160        2008-10-21      175     A
USGS    08331160        2008-10-22      163     A
USGS    08331160        2008-10-23      154     A
USGS    08331160        2008-10-24      161     A
USGS    08331160        2008-10-25      164     A
USGS    08331160        2008-10-26      162     A
USGS    08331160        2008-10-27      151     A
USGS    08331160        2008-10-28      152     A
USGS    08331160        2008-10-29      160     A
USGS    08331160        2008-10-30      138     A
USGS    08331160        2008-10-31      211     A
USGS    08331160        2008-11-01      412     A
USGS    08331160        2008-11-02      425     A
USGS    08331160        2008-11-03      431     A
USGS    08331160        2008-11-04      383     A
USGS    08331160        2008-11-05      412     A
USGS    08331160        2008-11-06      410     A:e
USGS    08331160        2008-11-07      414     A
USGS    08331160        2008-11-08      387     A
USGS    08331160        2008-11-09      388     A
USGS    08331160        2008-11-10      438     A
USGS    08331160        2008-11-11      450     A
USGS    08331160        2008-11-12      438     A
USGS    08331160        2008-11-13      462     A
USGS    08331160        2008-11-14      501     A
USGS    08331160        2008-11-15      605     A
USGS    08331160        2008-11-16      582     A
USGS    08331160        2008-11-17      600     A:e
USGS    08331160        2008-11-18      560     A:e
USGS    08331160        2008-11-19      487     A:e
USGS    08331160        2008-11-20      480     A:e
USGS    08331160        2008-11-21      489     A:e
USGS    08331160        2008-11-22      497     A:e
USGS    08331160        2008-11-23      497     A:e
USGS    08331160        2008-11-24      492     A:e
USGS    08331160        2008-11-25      494     A:e
USGS    08331160        2008-11-26      483     A:e
USGS    08331160        2008-11-27      499     A:e
USGS    08331160        2008-11-28      543     A:e
USGS    08331160        2008-11-29      513     A:e
USGS    08331160        2008-11-30      487     A:e
USGS    08331160        2008-12-01      483     A:e
USGS    08331160        2008-12-02      475     A:e
USGS    08331160        2008-12-03      462     A:e
USGS    08331160        2008-12-04      452     A:e
USGS    08331160        2008-12-05      457     A:e
USGS    08331160        2008-12-06      489     A:e
USGS    08331160        2008-12-07      490     A:e
USGS    08331160        2008-12-08      490     A:e
USGS    08331160        2008-12-09      485     A:e
USGS    08331160        2008-12-10      494     A:e
USGS    08331160        2008-12-11      496     A:e
USGS    08331160        2008-12-12      489     A:e
USGS    08331160        2008-12-13      489     A:e
USGS    08331160        2008-12-14      496     A:e
USGS    08331160        2008-12-15      517     A:e
USGS    08331160        2008-12-16      621     A
USGS    08331160        2008-12-17      659     A
USGS    08331160        2008-12-18      704     A
USGS    08331160        2008-12-19      830     A
USGS    08331160        2008-12-20      861     A
USGS    08331160        2008-12-21      833     A
USGS    08331160        2008-12-22      809     A
USGS    08331160        2008-12-23      818     A
USGS    08331160        2008-12-24      825     A
USGS    08331160        2008-12-25      782     A
USGS    08331160        2008-12-26      771     A
USGS    08331160        2008-12-27      793     A
USGS    08331160        2008-12-28      780     A
USGS    08331160        2008-12-29      790     A
USGS    08331160        2008-12-30      796     A
USGS    08331160        2008-12-31      822     A
USGS    08331160        2009-01-01      831     A
USGS    08331160        2009-01-02      833     A
USGS    08331160        2009-01-03      812     A
USGS    08331160        2009-01-04      725     A
USGS    08331160        2009-01-05      657     A
USGS    08331160        2009-01-06      637     A
USGS    08331160        2009-01-07      780     A
USGS    08331160        2009-01-08      787     A
USGS    08331160        2009-01-09      808     A
USGS    08331160        2009-01-10      815     A
USGS    08331160        2009-01-11      802     A
USGS    08331160        2009-01-12      801     A
USGS    08331160        2009-01-13      826     A
USGS    08331160        2009-01-14      831     A
USGS    08331160        2009-01-15      838     A
USGS    08331160        2009-01-16      831     A
USGS    08331160        2009-01-17      827     A
USGS    08331160        2009-01-18      829     A
USGS    08331160        2009-01-19      840     A
USGS    08331160        2009-01-20      858     A
USGS    08331160        2009-01-21      844     A
USGS    08331160        2009-01-22      859     A
USGS    08331160        2009-01-23      810     A
USGS    08331160        2009-01-24      793     A
USGS    08331160        2009-01-25      792     A
USGS    08331160        2009-01-26      788     A
USGS    08331160        2009-01-27      772     A
USGS    08331160        2009-01-28      766     A
USGS    08331160        2009-01-29      776     A
USGS    08331160        2009-01-30      761     A
USGS    08331160        2009-01-31      753     A
USGS    08331160        2009-02-01      707     A
USGS    08331160        2009-02-02      714     A
USGS    08331160        2009-02-03      701     A
USGS    08331160        2009-02-04      750     A
USGS    08331160        2009-02-05      770     A
USGS    08331160        2009-02-06      781     A
USGS    08331160        2009-02-07      783     A
USGS    08331160        2009-02-08      782     A
USGS    08331160        2009-02-09      811     A
USGS    08331160        2009-02-10      772     A
USGS    08331160        2009-02-11      769     A
USGS    08331160        2009-02-12      734     A
USGS    08331160        2009-02-13      741     A
USGS    08331160        2009-02-14      709     A
USGS    08331160        2009-02-15      721     A
USGS    08331160        2009-02-16      694     A
USGS    08331160        2009-02-17      708     A
USGS    08331160        2009-02-18      719     A
USGS    08331160        2009-02-19      714     A
USGS    08331160        2009-02-20      775     A
USGS    08331160        2009-02-21      770     A
USGS    08331160        2009-02-22      797     A
USGS    08331160        2009-02-23      798     A
USGS    08331160        2009-02-24      694     A
USGS    08331160        2009-02-25      643     A
USGS    08331160        2009-02-26      670     A
USGS    08331160        2009-02-27      698     A
USGS    08331160        2009-02-28      683     A
USGS    08331160        2009-03-01      803     A
USGS    08331160        2009-03-02      689     A
USGS    08331160        2009-03-03      623     A
USGS    08331160        2009-03-04      727     A
USGS    08331160        2009-03-05      780     A
USGS    08331160        2009-03-06      782     A
USGS    08331160        2009-03-07      775     A
USGS    08331160        2009-03-08      641     A
USGS    08331160        2009-03-09      673     A
USGS    08331160        2009-03-10      701     A
USGS    08331160        2009-03-11      764     A:e
USGS    08331160        2009-03-12      709     A:e
USGS    08331160        2009-03-13      619     A:e
USGS    08331160        2009-03-14      644     A:e
USGS    08331160        2009-03-15      687     A:e
USGS    08331160        2009-03-16      611     A:e
USGS    08331160        2009-03-17      589     A
USGS    08331160        2009-03-18      531     A
USGS    08331160        2009-03-19      518     A
USGS    08331160        2009-03-20      472     A:e
USGS    08331160        2009-03-21      466     A:e
USGS    08331160        2009-03-22      466     A:e
USGS    08331160        2009-03-23      466     A:e
USGS    08331160        2009-03-24      498     A:e
USGS    08331160        2009-03-25      655     A
USGS    08331160        2009-03-26      886     A:e
USGS    08331160        2009-03-27      990     A:e
USGS    08331160        2009-03-28      1050    A:e
USGS    08331160        2009-03-29      1080    A:e
USGS    08331160        2009-03-30      1120    A:e
USGS    08331160        2009-03-31      1110    A:e
USGS    08331160        2009-04-01      1130    A:e
USGS    08331160        2009-04-02      1120    A:e
USGS    08331160        2009-04-03      967     A:e
USGS    08331160        2009-04-04      971     A:e
USGS    08331160        2009-04-05      906     A:e
USGS    08331160        2009-04-06      758     A
USGS    08331160        2009-04-07      623     A
USGS    08331160        2009-04-08      590     A
USGS    08331160        2009-04-09      615     A
USGS    08331160        2009-04-10      598     A
USGS    08331160        2009-04-11      559     A
USGS    08331160        2009-04-12      682     A
USGS    08331160        2009-04-13      751     A
USGS    08331160        2009-04-14      864     A
USGS    08331160        2009-04-15      934     A:e
USGS    08331160        2009-04-16      953     A:e
USGS    08331160        2009-04-17      999     A:e
USGS    08331160        2009-04-18      1110    A:e
USGS    08331160        2009-04-19      1050    A
USGS    08331160        2009-04-20      1050    A
USGS    08331160        2009-04-21      973     A
USGS    08331160        2009-04-22      915     A
USGS    08331160        2009-04-23      921     A
USGS    08331160        2009-04-24      1030    A
USGS    08331160        2009-04-25      1290    A
USGS    08331160        2009-04-26      1550    A
USGS    08331160        2009-04-27      1990    A
USGS    08331160        2009-04-28      2450    A:e
USGS    08331160        2009-04-29      2560    A:e
USGS    08331160        2009-04-30      2100    A:e
USGS    08331160        2009-05-01      2160    A:e
USGS    08331160        2009-05-02      2730    A:e
USGS    08331160        2009-05-03      3200    A:e
USGS    08331160        2009-05-04      3160    A:e
USGS    08331160        2009-05-05      3450    A:e
USGS    08331160        2009-05-06      3670    A:e
USGS    08331160        2009-05-07      3560    A:e
USGS    08331160        2009-05-08      3450    A:e
USGS    08331160        2009-05-09      3950    A:e
USGS    08331160        2009-05-10      4200    A:e
USGS    08331160        2009-05-11      4230    A:e
USGS    08331160        2009-05-12      4190    A:e
USGS    08331160        2009-05-13      4440    A:e
USGS    08331160        2009-05-14      4710    A:e
USGS    08331160        2009-05-15      4600    A:e
USGS    08331160        2009-05-16      4470    A:e
USGS    08331160        2009-05-17      4230    A:e
USGS    08331160        2009-05-18      4100    A:e
USGS    08331160        2009-05-19      3820    A:e
USGS    08331160        2009-05-20      3630    A:e
USGS    08331160        2009-05-21      3530    A:e
USGS    08331160        2009-05-22      3430    A:e
USGS    08331160        2009-05-23      3560    A:e
USGS    08331160        2009-05-24      3680    A:e
USGS    08331160        2009-05-25      3780    A:e
USGS    08331160        2009-05-26      4060    A:e
USGS    08331160        2009-05-27      4060    A:e
USGS    08331160        2009-05-28      3790    A:e
USGS    08331160        2009-05-29      3670    A:e
USGS    08331160        2009-05-30      2110    A:e
USGS    08331160        2009-05-31      1150    A:e
USGS    08331160        2009-06-01      912     A:e
USGS    08331160        2009-06-02      1010    A:e
USGS    08331160        2009-06-03      2020    A:e
USGS    08331160        2009-06-04      2190    A:e
USGS    08331160        2009-06-05      2280    A:e
USGS    08331160        2009-06-06      2280    A:e
USGS    08331160        2009-06-07      2160    A:e
USGS    08331160        2009-06-08      2120    A:e
USGS    08331160        2009-06-09      1960    A:e
USGS    08331160        2009-06-10      1880    A:e
USGS    08331160        2009-06-11      2070    A:e
USGS    08331160        2009-06-12      1920    A:e
USGS    08331160        2009-06-13      1750    A:e
USGS    08331160        2009-06-14      1430    A:e
USGS    08331160        2009-06-15      1410    A:e
USGS    08331160        2009-06-16      1450    A:e
USGS    08331160        2009-06-17      1330    A:e
USGS    08331160        2009-06-18      999     A:e
USGS    08331160        2009-06-19      879     A:e
USGS    08331160        2009-06-20      743     A:e
USGS    08331160        2009-06-21      677     A
USGS    08331160        2009-06-22      533     A
USGS    08331160        2009-06-23      539     A
USGS    08331160        2009-06-24      563     A
USGS    08331160        2009-06-25      541     A
USGS    08331160        2009-06-26      395     A
USGS    08331160        2009-06-27      297     A
USGS    08331160        2009-06-28      395     A
USGS    08331160        2009-06-29      604     A
