"DateSeq","RmSeq","Condition","Condition.b","Year","Month"
2003-02-15,116,"Wet",0,2003,2
2003-02-16,116,"Wet",0,2003,2
2003-02-17,116,"Wet",0,2003,2
2003-02-18,116,"Wet",0,2003,2
2003-02-19,116,"Wet",0,2003,2
2003-02-20,116,"Wet",0,2003,2
2003-02-21,116,"Wet",0,2003,2
2003-02-22,116,"Wet",0,2003,2
2003-02-23,116,"Wet",0,2003,2
2003-02-24,116,"Wet",0,2003,2
2003-02-25,116,"Wet",0,2003,2
2003-02-26,116,"Wet",0,2003,2
2003-02-27,116,"Wet",0,2003,2
2003-02-28,116,"Wet",0,2003,2
2003-03-01,116,"Wet",0,2003,3
2003-03-02,116,"Wet",0,2003,3
2003-03-03,116,"Wet",0,2003,3
2003-03-04,116,"Wet",0,2003,3
2003-03-05,116,"Wet",0,2003,3
2003-03-06,116,"Wet",0,2003,3
2003-03-07,116,"Wet",0,2003,3
2003-03-08,116,"Wet",0,2003,3
2003-03-09,116,"Wet",0,2003,3
2003-03-10,116,"Wet",0,2003,3
2003-03-11,116,"Wet",0,2003,3
2003-03-12,116,"Wet",0,2003,3
2003-03-13,116,"Wet",0,2003,3
2003-03-14,116,"Wet",0,2003,3
2003-03-15,116,"Wet",0,2003,3
2003-03-16,116,"Wet",0,2003,3
2003-03-17,116,"Wet",0,2003,3
2003-03-18,116,"Wet",0,2003,3
2003-03-19,116,"Wet",0,2003,3
2003-03-20,116,"Wet",0,2003,3
2003-03-21,116,"Wet",0,2003,3
2003-03-22,116,"Wet",0,2003,3
2003-03-23,116,"Wet",0,2003,3
2003-03-24,116,"Wet",0,2003,3
2003-03-25,116,"Wet",0,2003,3
2003-03-26,116,"Wet",0,2003,3
2003-03-27,116,"Wet",0,2003,3
2003-03-28,116,"Wet",0,2003,3
2003-03-29,116,"Wet",0,2003,3
2003-03-30,116,"Wet",0,2003,3
2003-03-31,116,"Wet",0,2003,3
2003-04-01,116,"Wet",0,2003,4
2003-04-02,116,"Wet",0,2003,4
2003-04-03,116,"Wet",0,2003,4
2003-04-04,116,"Wet",0,2003,4
2003-04-05,116,"Wet",0,2003,4
2003-04-06,116,"Wet",0,2003,4
2003-04-07,116,"Wet",0,2003,4
2003-04-08,116,"Wet",0,2003,4
2003-04-09,116,"Wet",0,2003,4
2003-04-10,116,"Wet",0,2003,4
2003-04-11,116,"Wet",0,2003,4
2003-04-12,116,"Wet",0,2003,4
2003-04-13,116,"Wet",0,2003,4
2003-04-14,116,"Wet",0,2003,4
2003-04-15,116,"Wet",0,2003,4
2003-04-16,116,"Wet",0,2003,4
2003-04-17,116,"Wet",0,2003,4
2003-04-18,116,"Wet",0,2003,4
2003-04-19,116,"Wet",0,2003,4
2003-04-20,116,"Wet",0,2003,4
2003-04-21,116,"Wet",0,2003,4
2003-04-22,116,"Wet",0,2003,4
2003-04-23,116,"Wet",0,2003,4
2003-04-24,116,"Wet",0,2003,4
2003-04-25,116,"Wet",0,2003,4
2003-04-26,116,"Wet",0,2003,4
2003-04-27,116,"Wet",0,2003,4
2003-04-28,116,"Wet",0,2003,4
2003-04-29,116,"Wet",0,2003,4
2003-04-30,116,"Wet",0,2003,4
2003-05-01,116,"Wet",0,2003,5
2003-05-02,116,"Wet",0,2003,5
2003-05-03,116,"Wet",0,2003,5
2003-05-04,116,"Wet",0,2003,5
2003-05-05,116,"Wet",0,2003,5
2003-05-06,116,"Wet",0,2003,5
2003-05-07,116,"Wet",0,2003,5
2003-05-08,116,"Wet",0,2003,5
2003-05-09,116,"Wet",0,2003,5
2003-05-10,116,"Wet",0,2003,5
2003-05-11,116,"Wet",0,2003,5
2003-05-12,116,"Wet",0,2003,5
2003-05-13,116,"Wet",0,2003,5
2003-05-14,116,"Wet",0,2003,5
2003-05-15,116,"Wet",0,2003,5
2003-05-16,116,"Wet",0,2003,5
2003-05-17,116,"Wet",0,2003,5
2003-05-18,116,"Wet",0,2003,5
2003-05-19,116,"Wet",0,2003,5
2003-05-20,116,"Wet",0,2003,5
2003-05-21,116,"Wet",0,2003,5
2003-05-22,116,"Wet",0,2003,5
2003-05-23,116,"Wet",0,2003,5
2003-05-24,116,"Wet",0,2003,5
2003-05-25,116,"Wet",0,2003,5
2003-05-26,116,"Wet",0,2003,5
2003-05-27,116,"Wet",0,2003,5
2003-05-28,116,"Wet",0,2003,5
2003-05-29,116,"Wet",0,2003,5
2003-05-30,116,"Wet",0,2003,5
2003-05-31,116,"Wet",0,2003,5
2003-06-01,116,"Wet",0,2003,6
2003-06-02,116,"Wet",0,2003,6
2003-06-03,116,"Wet",0,2003,6
2003-06-04,116,"Wet",0,2003,6
2003-06-05,116,"Wet",0,2003,6
2003-06-06,116,"Wet",0,2003,6
2003-06-07,116,"Wet",0,2003,6
2003-06-08,116,"Wet",0,2003,6
2003-06-09,116,"Wet",0,2003,6
2003-06-10,116,"Wet",0,2003,6
2003-06-11,116,"Wet",0,2003,6
2003-06-12,116,"Wet",0,2003,6
2003-06-13,116,"Wet",0,2003,6
2003-06-14,116,"Wet",0,2003,6
2003-06-15,116,"Wet",0,2003,6
2003-06-16,116,"Wet",0,2003,6
2003-06-17,116,"Wet",0,2003,6
2003-06-18,116,"Wet",0,2003,6
2003-06-19,116,"Wet",0,2003,6
2003-06-20,116,"Wet",0,2003,6
2003-06-21,116,"Wet",0,2003,6
2003-06-22,116,"Wet",0,2003,6
2003-06-23,116,"Wet",0,2003,6
2003-06-24,116,"Wet",0,2003,6
2003-06-25,116,"Wet",0,2003,6
2003-06-26,116,"Wet",0,2003,6
2003-06-27,116,"Wet",0,2003,6
2003-06-28,116,"Wet",0,2003,6
2003-06-29,116,"Wet",0,2003,6
2003-06-30,116,"Wet",0,2003,6
2003-07-01,116,"Wet",0,2003,7
2003-07-02,116,"Wet",0,2003,7
2003-07-03,116,"Wet",0,2003,7
2003-07-04,116,"Wet",0,2003,7
2003-07-05,116,"Wet",0,2003,7
2003-07-06,116,"Wet",0,2003,7
2003-07-07,116,"Wet",0,2003,7
2003-07-08,116,"Wet",0,2003,7
2003-07-09,116,"Wet",0,2003,7
2003-07-10,116,"Wet",0,2003,7
2003-07-11,116,"Wet",0,2003,7
2003-07-12,116,"Wet",0,2003,7
2003-07-13,116,"Wet",0,2003,7
2003-07-14,116,"Wet",0,2003,7
2003-07-15,116,"Wet",0,2003,7
2003-07-16,116,"Wet",0,2003,7
2003-07-17,116,"Wet",0,2003,7
2003-07-18,116,"Wet",0,2003,7
2003-07-19,116,"Wet",0,2003,7
2003-07-20,116,"Wet",0,2003,7
2003-07-21,116,"Wet",0,2003,7
2003-07-22,116,"Wet",0,2003,7
2003-07-23,116,"Wet",0,2003,7
2003-07-24,116,"Wet",0,2003,7
2003-07-25,116,"Wet",0,2003,7
2003-07-26,116,"Wet",0,2003,7
2003-07-27,116,"Wet",0,2003,7
2003-07-28,116,"Wet",0,2003,7
2003-07-29,116,"Wet",0,2003,7
2003-07-30,116,"Wet",0,2003,7
2003-07-31,116,"Wet",0,2003,7
2003-08-01,116,"Wet",0,2003,8
2003-08-02,116,"Wet",0,2003,8
2003-08-03,116,"Wet",0,2003,8
2003-08-04,116,"Wet",0,2003,8
2003-08-05,116,"Wet",0,2003,8
2003-08-06,116,"Wet",0,2003,8
2003-08-07,116,"Wet",0,2003,8
2003-08-08,116,"Wet",0,2003,8
2003-08-09,116,"Wet",0,2003,8
2003-08-10,116,"Wet",0,2003,8
2003-08-11,116,"Wet",0,2003,8
2003-08-12,116,"Wet",0,2003,8
2003-08-13,116,"Wet",0,2003,8
2003-08-14,116,"Wet",0,2003,8
2003-08-15,116,"Wet",0,2003,8
2003-08-16,116,"Wet",0,2003,8
2003-08-17,116,"Wet",0,2003,8
2003-08-18,116,"Wet",0,2003,8
2003-08-19,116,"Wet",0,2003,8
2003-08-20,116,"Wet",0,2003,8
2003-08-21,116,"Wet",0,2003,8
2003-08-22,116,"Wet",0,2003,8
2003-08-23,116,"Wet",0,2003,8
2003-08-24,116,"Wet",0,2003,8
2003-08-25,116,"Wet",0,2003,8
2003-08-26,116,"Wet",0,2003,8
2003-08-27,116,"Wet",0,2003,8
2003-08-28,116,"Wet",0,2003,8
2003-08-29,116,"Wet",0,2003,8
2003-08-30,116,"Wet",0,2003,8
2003-08-31,116,"Wet",0,2003,8
2003-09-01,116,"Wet",0,2003,9
2003-09-02,116,"Wet",0,2003,9
2003-09-03,116,"Wet",0,2003,9
2003-09-04,116,"Wet",0,2003,9
2003-09-05,116,"Wet",0,2003,9
2003-09-06,116,"Wet",0,2003,9
2003-09-07,116,"Wet",0,2003,9
2003-09-08,116,"Wet",0,2003,9
2003-09-10,116,"Wet",0,2003,9
2003-09-11,116,"Wet",0,2003,9
2003-09-12,116,"Wet",0,2003,9
2003-09-13,116,"Wet",0,2003,9
2003-09-14,116,"Wet",0,2003,9
2003-09-15,116,"Wet",0,2003,9
2003-09-16,116,"Wet",0,2003,9
2003-09-17,116,"Wet",0,2003,9
2003-09-18,116,"Wet",0,2003,9
2003-09-19,116,"Wet",0,2003,9
2003-09-20,116,"Wet",0,2003,9
2003-09-21,116,"Wet",0,2003,9
2003-09-22,116,"Wet",0,2003,9
2003-09-23,116,"Wet",0,2003,9
2003-09-24,116,"Wet",0,2003,9
2003-09-25,116,"Wet",0,2003,9
2003-09-26,116,"Wet",0,2003,9
2003-09-27,116,"Wet",0,2003,9
2003-09-28,116,"Wet",0,2003,9
2003-09-29,116,"Wet",0,2003,9
2003-09-30,116,"Wet",0,2003,9
2003-10-01,116,"Wet",0,2003,10
2003-10-03,116,"Wet",0,2003,10
2003-10-04,116,"Wet",0,2003,10
2003-10-05,116,"Wet",0,2003,10
2003-10-06,116,"Wet",0,2003,10
2003-10-07,116,"Wet",0,2003,10
2003-10-08,116,"Wet",0,2003,10
2003-10-09,116,"Wet",0,2003,10
2003-10-10,116,"Wet",0,2003,10
2003-10-11,116,"Wet",0,2003,10
2003-10-12,116,"Wet",0,2003,10
2003-10-13,116,"Wet",0,2003,10
2003-10-14,116,"Wet",0,2003,10
2003-10-15,116,"Wet",0,2003,10
2003-10-16,116,"Wet",0,2003,10
2003-10-17,116,"Wet",0,2003,10
2003-10-18,116,"Wet",0,2003,10
2003-10-19,116,"Wet",0,2003,10
2003-10-20,116,"Wet",0,2003,10
2003-10-21,116,"Wet",0,2003,10
2003-10-22,116,"Wet",0,2003,10
2003-10-23,116,"Wet",0,2003,10
2003-10-24,116,"Wet",0,2003,10
2003-10-25,116,"Wet",0,2003,10
2003-10-26,116,"Wet",0,2003,10
2003-10-27,116,"Wet",0,2003,10
2003-10-28,116,"Wet",0,2003,10
2003-10-29,116,"Wet",0,2003,10
2003-10-30,116,"Wet",0,2003,10
2003-10-31,116,"Wet",0,2003,10
2003-11-01,116,"Wet",0,2003,11
2003-11-02,116,"Wet",0,2003,11
2003-11-03,116,"Wet",0,2003,11
2003-11-04,116,"Wet",0,2003,11
2003-11-05,116,"Wet",0,2003,11
2003-11-06,116,"Wet",0,2003,11
2003-11-07,116,"Wet",0,2003,11
2003-11-08,116,"Wet",0,2003,11
2003-11-09,116,"Wet",0,2003,11
2003-11-10,116,"Wet",0,2003,11
2003-11-11,116,"Wet",0,2003,11
2003-11-12,116,"Wet",0,2003,11
2003-11-13,116,"Wet",0,2003,11
2003-11-14,116,"Wet",0,2003,11
2003-11-15,116,"Wet",0,2003,11
2003-11-16,116,"Wet",0,2003,11
2003-11-17,116,"Wet",0,2003,11
2003-11-18,116,"Wet",0,2003,11
2003-11-19,116,"Wet",0,2003,11
2003-11-20,116,"Wet",0,2003,11
2003-11-21,116,"Wet",0,2003,11
2003-11-22,116,"Wet",0,2003,11
2003-11-23,116,"Wet",0,2003,11
2003-11-24,116,"Wet",0,2003,11
2003-11-25,116,"Wet",0,2003,11
2003-11-26,116,"Wet",0,2003,11
2003-11-27,116,"Wet",0,2003,11
2003-11-28,116,"Wet",0,2003,11
2003-11-29,116,"Wet",0,2003,11
2003-11-30,116,"Wet",0,2003,11
2003-12-01,116,"Wet",0,2003,12
2003-12-02,116,"Wet",0,2003,12
2003-12-03,116,"Wet",0,2003,12
2003-12-04,116,"Wet",0,2003,12
2003-12-05,116,"Wet",0,2003,12
2003-12-06,116,"Wet",0,2003,12
2003-12-07,116,"Wet",0,2003,12
2003-12-08,116,"Wet",0,2003,12
2003-12-09,116,"Wet",0,2003,12
2003-12-10,116,"Wet",0,2003,12
2003-12-11,116,"Wet",0,2003,12
2003-12-12,116,"Wet",0,2003,12
2003-12-13,116,"Wet",0,2003,12
2003-12-14,116,"Wet",0,2003,12
2003-12-15,116,"Wet",0,2003,12
2003-12-16,116,"Wet",0,2003,12
2003-12-17,116,"Wet",0,2003,12
2003-12-18,116,"Wet",0,2003,12
2003-12-19,116,"Wet",0,2003,12
2003-12-20,116,"Wet",0,2003,12
2003-12-21,116,"Wet",0,2003,12
2003-12-22,116,"Wet",0,2003,12
2003-12-23,116,"Wet",0,2003,12
2003-12-24,116,"Wet",0,2003,12
2003-12-25,116,"Wet",0,2003,12
2003-12-26,116,"Wet",0,2003,12
2003-12-27,116,"Wet",0,2003,12
2003-12-28,116,"Wet",0,2003,12
2003-12-29,116,"Wet",0,2003,12
2003-12-30,116,"Wet",0,2003,12
2003-12-31,116,"Wet",0,2003,12
2004-01-01,116,"Wet",0,2004,1
2004-01-02,116,"Wet",0,2004,1
2004-01-03,116,"Wet",0,2004,1
2004-01-04,116,"Wet",0,2004,1
2004-01-05,116,"Wet",0,2004,1
2004-01-06,116,"Wet",0,2004,1
2004-01-07,116,"Wet",0,2004,1
2004-01-08,116,"Wet",0,2004,1
2004-01-09,116,"Wet",0,2004,1
2004-01-10,116,"Wet",0,2004,1
2004-01-11,116,"Wet",0,2004,1
2004-01-12,116,"Wet",0,2004,1
2004-01-13,116,"Wet",0,2004,1
2004-01-14,116,"Wet",0,2004,1
2004-01-15,116,"Wet",0,2004,1
2004-01-16,116,"Wet",0,2004,1
2004-01-17,116,"Wet",0,2004,1
2004-01-18,116,"Wet",0,2004,1
2004-01-19,116,"Wet",0,2004,1
2004-01-20,116,"Wet",0,2004,1
2004-01-21,116,"Wet",0,2004,1
2004-01-22,116,"Wet",0,2004,1
2004-01-23,116,"Wet",0,2004,1
2004-01-24,116,"Wet",0,2004,1
2004-01-25,116,"Wet",0,2004,1
2004-01-26,116,"Wet",0,2004,1
2004-01-27,116,"Wet",0,2004,1
2004-01-28,116,"Wet",0,2004,1
2004-01-29,116,"Wet",0,2004,1
2004-01-30,116,"Wet",0,2004,1
2004-01-31,116,"Wet",0,2004,1
2004-02-01,116,"Wet",0,2004,2
2004-02-02,116,"Wet",0,2004,2
2004-02-03,116,"Wet",0,2004,2
2004-02-04,116,"Wet",0,2004,2
2004-02-05,116,"Wet",0,2004,2
2004-02-06,116,"Wet",0,2004,2
2004-02-07,116,"Wet",0,2004,2
2004-02-08,116,"Wet",0,2004,2
2004-02-09,116,"Wet",0,2004,2
2004-02-10,116,"Wet",0,2004,2
2004-02-11,116,"Wet",0,2004,2
2004-02-12,116,"Wet",0,2004,2
2004-02-13,116,"Wet",0,2004,2
2004-02-14,116,"Wet",0,2004,2
2004-02-15,116,"Wet",0,2004,2
2004-02-16,116,"Wet",0,2004,2
2004-02-17,116,"Wet",0,2004,2
2004-02-18,116,"Wet",0,2004,2
2004-02-19,116,"Wet",0,2004,2
2004-02-20,116,"Wet",0,2004,2
2004-02-21,116,"Wet",0,2004,2
2004-02-22,116,"Wet",0,2004,2
2004-02-23,116,"Wet",0,2004,2
2004-02-24,116,"Wet",0,2004,2
2004-02-25,116,"Wet",0,2004,2
2004-02-26,116,"Wet",0,2004,2
2004-02-27,116,"Wet",0,2004,2
2004-02-28,116,"Wet",0,2004,2
2004-02-29,116,"Wet",0,2004,2
2004-03-01,116,"Wet",0,2004,3
2004-03-02,116,"Wet",0,2004,3
2004-03-03,116,"Wet",0,2004,3
2004-03-04,116,"Wet",0,2004,3
2004-03-05,116,"Wet",0,2004,3
2004-03-06,116,"Wet",0,2004,3
2004-03-07,116,"Wet",0,2004,3
2004-03-08,116,"Wet",0,2004,3
2004-03-09,116,"Wet",0,2004,3
2004-03-10,116,"Wet",0,2004,3
2004-03-11,116,"Wet",0,2004,3
2004-03-12,116,"Wet",0,2004,3
2004-03-13,116,"Wet",0,2004,3
2004-03-14,116,"Wet",0,2004,3
2004-03-15,116,"Wet",0,2004,3
2004-03-16,116,"Wet",0,2004,3
2004-03-17,116,"Wet",0,2004,3
2004-03-18,116,"Wet",0,2004,3
2004-03-19,116,"Wet",0,2004,3
2004-03-20,116,"Wet",0,2004,3
2004-03-21,116,"Wet",0,2004,3
2004-03-22,116,"Wet",0,2004,3
2004-03-23,116,"Wet",0,2004,3
2004-03-24,116,"Wet",0,2004,3
2004-03-25,116,"Wet",0,2004,3
2004-03-26,116,"Wet",0,2004,3
2004-03-27,116,"Wet",0,2004,3
2004-03-28,116,"Wet",0,2004,3
2004-03-29,116,"Wet",0,2004,3
2004-03-30,116,"Wet",0,2004,3
2004-03-31,116,"Wet",0,2004,3
2004-04-01,116,"Wet",0,2004,4
2004-04-02,116,"Wet",0,2004,4
2004-04-03,116,"Wet",0,2004,4
2004-04-04,116,"Wet",0,2004,4
2004-04-05,116,"Wet",0,2004,4
2004-04-06,116,"Wet",0,2004,4
2004-04-07,116,"Wet",0,2004,4
2004-04-08,116,"Wet",0,2004,4
2004-04-09,116,"Wet",0,2004,4
2004-04-10,116,"Wet",0,2004,4
2004-04-11,116,"Wet",0,2004,4
2004-04-12,116,"Wet",0,2004,4
2004-04-13,116,"Wet",0,2004,4
2004-04-14,116,"Wet",0,2004,4
2004-04-15,116,"Wet",0,2004,4
2004-04-16,116,"Wet",0,2004,4
2004-04-17,116,"Wet",0,2004,4
2004-04-18,116,"Wet",0,2004,4
2004-04-19,116,"Wet",0,2004,4
2004-04-20,116,"Wet",0,2004,4
2004-04-21,116,"Wet",0,2004,4
2004-04-22,116,"Wet",0,2004,4
2004-04-23,116,"Wet",0,2004,4
2004-04-24,116,"Wet",0,2004,4
2004-04-25,116,"Wet",0,2004,4
2004-04-26,116,"Wet",0,2004,4
2004-04-27,116,"Wet",0,2004,4
2004-04-28,116,"Wet",0,2004,4
2004-04-29,116,"Wet",0,2004,4
2004-04-30,116,"Wet",0,2004,4
2004-05-01,116,"Wet",0,2004,5
2004-05-02,116,"Wet",0,2004,5
2004-05-03,116,"Wet",0,2004,5
2004-05-04,116,"Wet",0,2004,5
2004-05-05,116,"Wet",0,2004,5
2004-05-06,116,"Wet",0,2004,5
2004-05-07,116,"Wet",0,2004,5
2004-05-08,116,"Wet",0,2004,5
2004-05-09,116,"Wet",0,2004,5
2004-05-10,116,"Wet",0,2004,5
2004-05-11,116,"Wet",0,2004,5
2004-05-12,116,"Wet",0,2004,5
2004-05-13,116,"Wet",0,2004,5
2004-05-14,116,"Wet",0,2004,5
2004-05-15,116,"Wet",0,2004,5
2004-05-16,116,"Wet",0,2004,5
2004-05-17,116,"Wet",0,2004,5
2004-05-18,116,"Wet",0,2004,5
2004-05-19,116,"Wet",0,2004,5
2004-05-20,116,"Wet",0,2004,5
2004-05-21,116,"Wet",0,2004,5
2004-05-22,116,"Wet",0,2004,5
2004-05-23,116,"Wet",0,2004,5
2004-05-24,116,"Wet",0,2004,5
2004-05-25,116,"Wet",0,2004,5
2004-05-26,116,"Wet",0,2004,5
2004-05-27,116,"Wet",0,2004,5
2004-05-28,116,"Wet",0,2004,5
2004-05-29,116,"Wet",0,2004,5
2004-05-30,116,"Wet",0,2004,5
2004-05-31,116,"Wet",0,2004,5
2004-06-01,116,"Wet",0,2004,6
2004-06-02,116,"Wet",0,2004,6
2004-06-03,116,"Wet",0,2004,6
2004-06-04,116,"Wet",0,2004,6
2004-06-05,116,"Wet",0,2004,6
2004-06-06,116,"Wet",0,2004,6
2004-06-07,116,"Wet",0,2004,6
2004-06-08,116,"Wet",0,2004,6
2004-06-09,116,"Wet",0,2004,6
2004-06-10,116,"Wet",0,2004,6
2004-06-11,116,"Wet",0,2004,6
2004-06-12,116,"Wet",0,2004,6
2004-06-13,116,"Wet",0,2004,6
2004-06-14,116,"Wet",0,2004,6
2004-06-15,116,"Wet",0,2004,6
2004-06-16,116,"Wet",0,2004,6
2004-06-17,116,"Wet",0,2004,6
2004-06-18,116,"Wet",0,2004,6
2004-06-19,116,"Wet",0,2004,6
2004-06-20,116,"Wet",0,2004,6
2004-06-21,116,"Wet",0,2004,6
2004-06-22,116,"Wet",0,2004,6
2004-06-23,116,"Wet",0,2004,6
2004-06-24,116,"Wet",0,2004,6
2004-06-25,116,"Wet",0,2004,6
2004-06-26,116,"Wet",0,2004,6
2004-06-27,116,"Wet",0,2004,6
2004-06-28,116,"Wet",0,2004,6
2004-06-29,116,"Wet",0,2004,6
2004-06-30,116,"Wet",0,2004,6
2004-07-01,116,"Wet",0,2004,7
2004-07-02,116,"Wet",0,2004,7
2004-07-03,116,"Wet",0,2004,7
2004-07-04,116,"Wet",0,2004,7
2004-07-05,116,"Wet",0,2004,7
2004-07-06,116,"Wet",0,2004,7
2004-07-07,116,"Wet",0,2004,7
2004-07-08,116,"Wet",0,2004,7
2004-07-09,116,"Wet",0,2004,7
2004-07-10,116,"Wet",0,2004,7
2004-07-11,116,"Wet",0,2004,7
2004-07-12,116,"Wet",0,2004,7
2004-07-13,116,"Wet",0,2004,7
2004-07-14,116,"Wet",0,2004,7
2004-07-15,116,"Wet",0,2004,7
2004-07-16,116,"Wet",0,2004,7
2004-07-17,116,"Wet",0,2004,7
2004-07-18,116,"Wet",0,2004,7
2004-07-19,116,"Wet",0,2004,7
2004-07-20,116,"Wet",0,2004,7
2004-07-21,116,"Wet",0,2004,7
2004-07-22,116,"Wet",0,2004,7
2004-07-23,116,"Wet",0,2004,7
2004-07-24,116,"Wet",0,2004,7
2004-07-25,116,"Wet",0,2004,7
2004-07-26,116,"Wet",0,2004,7
2004-07-27,116,"Wet",0,2004,7
2004-07-28,116,"Wet",0,2004,7
2004-07-29,116,"Wet",0,2004,7
2004-07-30,116,"Wet",0,2004,7
2004-07-31,116,"Wet",0,2004,7
2004-08-01,116,"Wet",0,2004,8
2004-08-02,116,"Wet",0,2004,8
2004-08-03,116,"Wet",0,2004,8
2004-08-04,116,"Wet",0,2004,8
2004-08-05,116,"Wet",0,2004,8
2004-08-06,116,"Wet",0,2004,8
2004-08-07,116,"Wet",0,2004,8
2004-08-08,116,"Wet",0,2004,8
2004-08-09,116,"Wet",0,2004,8
2004-08-10,116,"Wet",0,2004,8
2004-08-12,116,"Wet",0,2004,8
2004-08-13,116,"Wet",0,2004,8
2004-08-14,116,"Wet",0,2004,8
2004-08-17,116,"Wet",0,2004,8
2004-08-18,116,"Wet",0,2004,8
2004-08-19,116,"Wet",0,2004,8
2004-08-20,116,"Wet",0,2004,8
2004-08-21,116,"Wet",0,2004,8
2004-08-22,116,"Wet",0,2004,8
2004-08-23,116,"Wet",0,2004,8
2004-08-24,116,"Wet",0,2004,8
2004-08-25,116,"Wet",0,2004,8
2004-08-26,116,"Wet",0,2004,8
2004-08-27,116,"Wet",0,2004,8
2004-08-28,116,"Wet",0,2004,8
2004-08-29,116,"Wet",0,2004,8
2004-08-30,116,"Wet",0,2004,8
2004-08-31,116,"Wet",0,2004,8
2004-09-01,116,"Wet",0,2004,9
2004-09-02,116,"Wet",0,2004,9
2004-09-03,116,"Wet",0,2004,9
2004-09-04,116,"Wet",0,2004,9
2004-09-05,116,"Wet",0,2004,9
2004-09-06,116,"Wet",0,2004,9
2004-09-07,116,"Wet",0,2004,9
2004-09-08,116,"Wet",0,2004,9
2004-09-09,116,"Wet",0,2004,9
2004-09-10,116,"Wet",0,2004,9
2004-09-11,116,"Wet",0,2004,9
2004-09-12,116,"Wet",0,2004,9
2004-09-13,116,"Wet",0,2004,9
2004-09-14,116,"Wet",0,2004,9
2004-09-15,116,"Wet",0,2004,9
2004-09-16,116,"Wet",0,2004,9
2004-09-17,116,"Wet",0,2004,9
2004-09-18,116,"Wet",0,2004,9
2004-09-19,116,"Wet",0,2004,9
2004-09-20,116,"Wet",0,2004,9
2004-09-21,116,"Wet",0,2004,9
2004-09-22,116,"Wet",0,2004,9
2004-09-23,116,"Wet",0,2004,9
2004-09-24,116,"Wet",0,2004,9
2004-09-25,116,"Wet",0,2004,9
2004-09-26,116,"Wet",0,2004,9
2004-09-27,116,"Wet",0,2004,9
2004-09-28,116,"Wet",0,2004,9
2004-09-29,116,"Wet",0,2004,9
